user_id,item_id,timestamp,duration_normed,watch_ratio_normed
1,298,1775832008,70.00,0.2659
1,281,1775832010,196.00,0.0094
1,133,1775832016,25.00,0.2520
1,47,1775832027,102.00,0.1105
1,84,1775832033,70.00,0.0827
1,110,1775832076,34.00,1.2735
1,149,1775832079,57.00,0.0333
1,25,1775832080,125.00,0.0124
1,110,1775832138,34.00,1.7059
1,149,1775832140,57.00,0.0149
1,125,1775832142,15.00,0.1133
1,332,1775832145,133.00,0.0253
1,369,1775832146,67.00,0.0103
1,177,1775832147,61.00,0.0146
